anl_id,anl_machine,anl_file_md5,anl_file_name,name,anl_score,anl_duration,anl_network_udp,anl_network_tcp,anl_network_dns,anl_signatures_sv1,anl_signatures_sv2,anl_signatures_sv3,anl_signatures_sv4,anl_signatures_sv5,anl_signatures_sv6,anl_file_created,anl_regkey_written,anl_dll_loaded,anl_file_failed,anl_regkey_opened,anl_resolves_host,anl_file_written,anl_fetches_url,anl_regkey_read
192,cuckoo-w7-maldome-opened,e6d2b846bf0ba3cf7c5c4c9aba4495a8,virus_win32_sality_at-83-win32_exe-dropboxupdatesetup.exe-e6d2b846bf0ba3cf7c5c4c9aba4495a8.exe,sality,11,191,26,2,3,4,5,10,0,1,1,4,101,19,5,23,0,2,3,153
21,cuckoo-w7-vmcloak,e6d2b846bf0ba3cf7c5c4c9aba4495a8,virus_win32_sality_at-83-win32_exe-dropboxupdatesetup.exe-e6d2b846bf0ba3cf7c5c4c9aba4495a8.exe,sality,11.4,191,13,1,4,4,5,9,0,2,1,34,97,13,2,17,0,33,6,10
175,cuckoo-w7-opened,e6d2b846bf0ba3cf7c5c4c9aba4495a8,virus_win32_sality_at-83-win32_exe-dropboxupdatesetup.exe-e6d2b846bf0ba3cf7c5c4c9aba4495a8.exe,sality,10.2,195,18,0,2,4,6,8,0,1,1,26,97,13,2,21,0,25,6,8
87,cuckoo-w7-01,e6d7c3c5f2bfac12bf3a1378bd5aa89e,virus_win32_ursnif_f-77-win32_exe-undefined-e6d7c3c5f2bfac12bf3a1378bd5aa89e.exe,doboc,13.4,136,43,18,29,4,14,7,0,0,1,5,5,46,2,282,0,4,1,2406
241,cuckoo-w7-maldome-opened,e6d7c3c5f2bfac12bf3a1378bd5aa89e,virus_win32_ursnif_f-77-win32_exe-undefined-e6d7c3c5f2bfac12bf3a1378bd5aa89e.exe,doboc,12.4,132,24,12,8,2,15,8,0,0,1,44,76,109,13,1061,7,30,18,3109
69,cuckoo-w7-vmcloak,e6d7c3c5f2bfac12bf3a1378bd5aa89e,virus_win32_ursnif_f-77-win32_exe-undefined-e6d7c3c5f2bfac12bf3a1378bd5aa89e.exe,doboc,12.8,142,25,10,12,3,14,9,0,0,1,30,165,106,13,1069,6,23,18,2092
223,cuckoo-w7-opened,e6d7c3c5f2bfac12bf3a1378bd5aa89e,virus_win32_ursnif_f-77-win32_exe-undefined-e6d7c3c5f2bfac12bf3a1378bd5aa89e.exe,doboc,11.6,138,18,0,3,3,14,7,0,0,1,27,64,91,8,944,3,21,16,2991
59,cuckoo-w7-01,e9f1846de291a5f0badcba1715324451,virus_win32_mofksys_b-85-win32_exe-tjprojmain.exe-e9f1846de291a5f0badcba1715324451.exe,razy,12,141,41,20,17,3,10,7,0,2,1,21,12,59,15,133,3,14,4,180
213,cuckoo-w7-maldome-opened,e9f1846de291a5f0badcba1715324451,virus_win32_mofksys_b-85-win32_exe-tjprojmain.exe-e9f1846de291a5f0badcba1715324451.exe,razy,11.4,133,30,6,6,3,11,7,0,1,1,23,24,65,16,155,5,18,4,189
142,cuckoo-w7-vmcloak,e9f1846de291a5f0badcba1715324451,virus_win32_mofksys_b-85-win32_exe-tjprojmain.exe-e9f1846de291a5f0badcba1715324451.exe,razy,10.6,140,33,10,11,4,10,6,0,1,1,23,18,64,16,138,4,18,4,180
296,cuckoo-w7-opened,e9f1846de291a5f0badcba1715324451,virus_win32_mofksys_b-85-win32_exe-tjprojmain.exe-e9f1846de291a5f0badcba1715324451.exe,razy,10.4,143,19,0,3,4,8,7,0,1,1,13,21,49,6,115,2,6,4,152
34,cuckoo-w7-01,f092e85de532a652dadea2eed37dd146,worm_win32_pykspa_rfn-92-win32_exe-undefined-f092e85de532a652dadea2eed37dd146.exe,pykspa,10.2,137,78,29,65,3,8,6,2,0,1,10,31,63,41,491,55,11,3,2250
188,cuckoo-w7-maldome-opened,f092e85de532a652dadea2eed37dd146,worm_win32_pykspa_rfn-92-win32_exe-undefined-f092e85de532a652dadea2eed37dd146.exe,pykspa,10.2,133,71,17,56,3,8,6,2,0,1,10,31,29,40,492,52,11,3,2249
153,cuckoo-w7-vmcloak,f092e85de532a652dadea2eed37dd146,worm_win32_pykspa_rfn-92-win32_exe-undefined-f092e85de532a652dadea2eed37dd146.exe,pykspa,9.6,143,68,20,57,3,8,5,2,0,1,10,31,110,40,488,49,11,3,2209
307,cuckoo-w7-opened,f092e85de532a652dadea2eed37dd146,worm_win32_pykspa_rfn-92-win32_exe-undefined-f092e85de532a652dadea2eed37dd146.exe,pykspa,8.2,137,54,0,16,3,8,4,1,0,1,10,31,22,40,490,14,11,3,2246
148,cuckoo-w7-01,f1357d23e7c7d3ef0b0e39d166227eb8,virus_win32_ursnif_f-79-win32_exe-undefined-f1357d23e7c7d3ef0b0e39d166227eb8.exe,doboc,12.2,136,23,11,9,2,12,7,0,0,1,3,3,10,1,4,0,3,0,18
302,cuckoo-w7-maldome-opened,f1357d23e7c7d3ef0b0e39d166227eb8,virus_win32_ursnif_f-79-win32_exe-undefined-f1357d23e7c7d3ef0b0e39d166227eb8.exe,doboc,8.8,132,14,1,2,3,10,5,0,0,1,3,1,9,1,3,0,3,0,16
107,cuckoo-w7-vmcloak,f1357d23e7c7d3ef0b0e39d166227eb8,virus_win32_ursnif_f-79-win32_exe-undefined-f1357d23e7c7d3ef0b0e39d166227eb8.exe,doboc,10.4,136,19,6,8,3,11,7,0,0,1,3,100,8,1,4,0,3,0,465
261,cuckoo-w7-opened,f1357d23e7c7d3ef0b0e39d166227eb8,virus_win32_ursnif_f-79-win32_exe-undefined-f1357d23e7c7d3ef0b0e39d166227eb8.exe,doboc,9.4,278,17,0,2,3,10,6,0,0,1,3,1,11,0,3,0,3,0,9
36,cuckoo-w7-01,f40558a0be0781ed6e8f7ded023c9c3f,backdoor_win32_zegost-88-win32_exe-incubus.exe-f40558a0be0781ed6e8f7ded023c9c3f.exe,downloader,12.4,140,26,17,13,4,10,8,0,0,1,24,31,21,4,32,0,23,0,63
190,cuckoo-w7-maldome-opened,f40558a0be0781ed6e8f7ded023c9c3f,backdoor_win32_zegost-88-win32_exe-incubus.exe-f40558a0be0781ed6e8f7ded023c9c3f.exe,downloader,10,138,15,1,2,4,8,8,0,0,1,25,31,20,2,31,0,24,0,62
119,cuckoo-w7-vmcloak,f40558a0be0781ed6e8f7ded023c9c3f,backdoor_win32_zegost-88-win32_exe-incubus.exe-f40558a0be0781ed6e8f7ded023c9c3f.exe,downloader,9.2,138,17,5,7,4,9,6,0,0,1,16,31,20,3,31,0,15,0,62
273,cuckoo-w7-opened,f40558a0be0781ed6e8f7ded023c9c3f,backdoor_win32_zegost-88-win32_exe-incubus.exe-f40558a0be0781ed6e8f7ded023c9c3f.exe,downloader,9.4,144,16,0,2,4,8,7,0,0,1,31,31,22,2,32,0,30,0,62
46,cuckoo-w7-01,f4bbb585edc2915988784251d72845c4,pua_win32_presenoker-39-win32_exe-undefined-f4bbb585edc2915988784251d72845c4.exe,keenm,8.8,55,41,17,15,6,11,4,1,0,0,51,17,77,18,376,4,56,1,2328
200,cuckoo-w7-maldome-opened,f4bbb585edc2915988784251d72845c4,pua_win32_presenoker-39-win32_exe-undefined-f4bbb585edc2915988784251d72845c4.exe,keenm,7.4,64,40,10,9,4,10,3,1,0,0,46,27,76,20,398,6,46,1,2326
133,cuckoo-w7-vmcloak,f4bbb585edc2915988784251d72845c4,pua_win32_presenoker-39-win32_exe-undefined-f4bbb585edc2915988784251d72845c4.exe,keenm,7.4,67,40,10,12,4,10,3,1,0,0,46,18,74,20,379,5,46,1,2327
287,cuckoo-w7-opened,f4bbb585edc2915988784251d72845c4,pua_win32_presenoker-39-win32_exe-undefined-f4bbb585edc2915988784251d72845c4.exe,keenm,6.6,34,22,0,5,4,8,3,1,0,0,35,26,63,5,378,2,33,1,2301
115,cuckoo-w7-01,f595345f30390e91e10a5d9cc810ea10,virus_win32_nabucur_a-79-win32_exe-undefined-f595345f30390e91e10a5d9cc810ea10.exe,virlock,11.6,137,23,13,10,2,11,4,2,0,1,7,5,13,3,36,1,5,2,55
269,cuckoo-w7-maldome-opened,f595345f30390e91e10a5d9cc810ea10,virus_win32_nabucur_a-79-win32_exe-undefined-f595345f30390e91e10a5d9cc810ea10.exe,virlock,11.2,134,16,3,3,2,10,4,2,0,1,7,5,14,3,34,1,5,2,55
111,cuckoo-w7-vmcloak,f595345f30390e91e10a5d9cc810ea10,virus_win32_nabucur_a-79-win32_exe-undefined-f595345f30390e91e10a5d9cc810ea10.exe,virlock,11.4,141,16,7,7,3,10,4,2,0,1,7,5,14,3,36,1,5,2,39
265,cuckoo-w7-opened,f595345f30390e91e10a5d9cc810ea10,virus_win32_nabucur_a-79-win32_exe-undefined-f595345f30390e91e10a5d9cc810ea10.exe,virlock,11,154,23,0,3,3,9,4,2,0,1,7,5,14,3,36,1,5,2,38
42,cuckoo-w7-01,f763bb142e9641881d1c4559bf44dcbc,GandCrab-29382c1a5d23653417431b83106b9ca7e4dcd9e72946fb9579a5f7593f880a66.exe,gandcrab,8.6,139,440,12,19,4,8,3,0,0,1,0,7,17,23,18,3,0,2,108
196,cuckoo-w7-maldome-opened,f763bb142e9641881d1c4559bf44dcbc,GandCrab-29382c1a5d23653417431b83106b9ca7e4dcd9e72946fb9579a5f7593f880a66.exe,gandcrab,7,133,499,2,13,4,8,3,0,0,1,0,16,23,24,43,4,0,2,122
94,cuckoo-w7-vmcloak,f763bb142e9641881d1c4559bf44dcbc,GandCrab-29382c1a5d23653417431b83106b9ca7e4dcd9e72946fb9579a5f7593f880a66.exe,gandcrab,7,136,473,6,16,4,8,3,0,0,1,1,13,18,24,19,3,1,2,107
248,cuckoo-w7-opened,f763bb142e9641881d1c4559bf44dcbc,GandCrab-29382c1a5d23653417431b83106b9ca7e4dcd9e72946fb9579a5f7593f880a66.exe,gandcrab,7,138,286,0,12,4,8,3,0,0,1,0,16,23,24,43,4,0,2,122
89,cuckoo-w7-01,f7f2a5e07d4ba196dc01ecda74bd52ab,virus_win32_nabucur_a-76-win32_exe-undefined-f7f2a5e07d4ba196dc01ecda74bd52ab.exe,virlock,10.6,137,33,23,17,1,11,4,1,0,1,7,5,17,3,44,1,5,2,66
243,cuckoo-w7-maldome-opened,f7f2a5e07d4ba196dc01ecda74bd52ab,virus_win32_nabucur_a-76-win32_exe-undefined-f7f2a5e07d4ba196dc01ecda74bd52ab.exe,virlock,11,136,18,4,4,2,13,4,1,1,1,38,5,41,8,51,1,37,2,297
64,cuckoo-w7-vmcloak,f7f2a5e07d4ba196dc01ecda74bd52ab,virus_win32_nabucur_a-76-win32_exe-undefined-f7f2a5e07d4ba196dc01ecda74bd52ab.exe,virlock,13,147,18,9,8,2,13,5,2,0,1,133,5,41,49,54,1,133,2,291
218,cuckoo-w7-opened,f7f2a5e07d4ba196dc01ecda74bd52ab,virus_win32_nabucur_a-76-win32_exe-undefined-f7f2a5e07d4ba196dc01ecda74bd52ab.exe,virlock,13.4,155,23,0,3,3,12,6,2,0,1,16,5,35,6,52,1,17,2,92
63,cuckoo-w7-01,f8f21a5e19e31ad7ce3caa912db21294,trojan_msil_upadter_a-55-win32_exe-gsfdssdfdrdt.exe-f8f21a5e19e31ad7ce3caa912db21294.exe,ursu,16.8,150,21,10,10,6,16,12,0,2,0,6,3,80,20,134,2,6,4,1110
217,cuckoo-w7-maldome-opened,f8f21a5e19e31ad7ce3caa912db21294,trojan_msil_upadter_a-55-win32_exe-gsfdssdfdrdt.exe-f8f21a5e19e31ad7ce3caa912db21294.exe,ursu,15.8,135,14,1,3,6,15,11,0,2,0,6,2,91,16,126,2,6,4,2556
85,cuckoo-w7-vmcloak,f8f21a5e19e31ad7ce3caa912db21294,trojan_msil_upadter_a-55-win32_exe-gsfdssdfdrdt.exe-f8f21a5e19e31ad7ce3caa912db21294.exe,ursu,16,141,19,6,9,5,16,11,0,2,0,5,101,79,21,132,2,5,4,1545
239,cuckoo-w7-opened,f8f21a5e19e31ad7ce3caa912db21294,trojan_msil_upadter_a-55-win32_exe-gsfdssdfdrdt.exe-f8f21a5e19e31ad7ce3caa912db21294.exe,ursu,15.6,136,119,0,3,5,15,11,0,2,0,5,2,86,16,127,2,5,4,2544
77,cuckoo-w7-01,f9b81390ae29dc409c65473c371e2173,virus_win32_nabucur_a-77-win32_exe-undefined-f9b81390ae29dc409c65473c371e2173.exe,virlock,11.4,138,24,13,10,1,11,4,2,0,1,7,5,13,3,36,1,5,2,55
231,cuckoo-w7-maldome-opened,f9b81390ae29dc409c65473c371e2173,virus_win32_nabucur_a-77-win32_exe-undefined-f9b81390ae29dc409c65473c371e2173.exe,virlock,11.4,135,17,3,3,1,11,4,2,0,1,7,5,14,3,34,1,5,2,55
66,cuckoo-w7-vmcloak,f9b81390ae29dc409c65473c371e2173,virus_win32_nabucur_a-77-win32_exe-undefined-f9b81390ae29dc409c65473c371e2173.exe,virlock,12.6,143,18,9,8,3,13,4,2,0,1,7,5,15,3,42,1,5,2,46
220,cuckoo-w7-opened,f9b81390ae29dc409c65473c371e2173,virus_win32_nabucur_a-77-win32_exe-undefined-f9b81390ae29dc409c65473c371e2173.exe,virlock,10.8,154,22,0,3,2,9,4,2,0,1,7,5,14,3,36,1,5,2,38
29,cuckoo-w7-01,fa0dce8e65ec13e87326c26745e73e4a,trojan_win32_vigorf_a-56-win32_exe-undefined-fa0dce8e65ec13e87326c26745e73e4a.exe,bitcoinminer,20,144,27,13,12,7,20,14,0,1,1,41,15,71,20,844,2,36,4,1941
183,cuckoo-w7-maldome-opened,fa0dce8e65ec13e87326c26745e73e4a,trojan_win32_vigorf_a-56-win32_exe-undefined-fa0dce8e65ec13e87326c26745e73e4a.exe,bitcoinminer,20.2,139,21,2,6,7,19,15,0,1,1,37,20,78,15,875,3,34,4,1799
80,cuckoo-w7-vmcloak,fa0dce8e65ec13e87326c26745e73e4a,trojan_win32_vigorf_a-56-win32_exe-undefined-fa0dce8e65ec13e87326c26745e73e4a.exe,bitcoinminer,19.2,162,19,7,10,7,18,14,0,1,1,37,111,78,15,687,2,34,4,2211
234,cuckoo-w7-opened,fa0dce8e65ec13e87326c26745e73e4a,trojan_win32_vigorf_a-56-win32_exe-undefined-fa0dce8e65ec13e87326c26745e73e4a.exe,bitcoinminer,19.8,299,24,0,5,7,18,15,0,1,1,37,20,82,15,710,3,34,4,1796
23,cuckoo-w7-01,fb3c3b509471dd739cdde6f59ee4d361,trojan_win32_zpevdo_a-63-win32_exe-wsdlimp.exe-fb3c3b509471dd739cdde6f59ee4d361.exe,midie,10,57,20,11,9,4,13,3,0,1,1,0,12,35,4,48,1,0,1,60
177,cuckoo-w7-maldome-opened,fb3c3b509471dd739cdde6f59ee4d361,trojan_win32_zpevdo_a-63-win32_exe-wsdlimp.exe-fb3c3b509471dd739cdde6f59ee4d361.exe,midie,2.8,44,18,1,3,3,1,1,0,0,1,0,0,2,0,0,0,0,0,0
124,cuckoo-w7-vmcloak,fb3c3b509471dd739cdde6f59ee4d361,trojan_win32_zpevdo_a-63-win32_exe-wsdlimp.exe-fb3c3b509471dd739cdde6f59ee4d361.exe,midie,3.4,86,14,1,5,3,1,2,0,0,1,0,0,2,0,0,0,0,0,0
278,cuckoo-w7-opened,fb3c3b509471dd739cdde6f59ee4d361,trojan_win32_zpevdo_a-63-win32_exe-wsdlimp.exe-fb3c3b509471dd739cdde6f59ee4d361.exe,midie,2.8,73,15,0,2,3,1,1,0,0,1,0,0,2,0,0,0,0,0,0
132,cuckoo-w7-01,ffc10b707576f4226f49392ee245a514,virtool_msil_injector_ua_bit-72-win32_exe-jvkckqzn4ff9bfhl.arhv9puq.exe-ffc10b707576f4226f49392ee245a514.exe,injector_ua,16.6,134,27,10,9,5,10,13,0,1,1,13,0,86,18,172,1,11,3,367
286,cuckoo-w7-maldome-opened,ffc10b707576f4226f49392ee245a514,virtool_msil_injector_ua_bit-72-win32_exe-jvkckqzn4ff9bfhl.arhv9puq.exe-ffc10b707576f4226f49392ee245a514.exe,injector_ua,1.6,14,11,0,1,0,1,0,0,0,1,0,0,4,1,7,0,0,0,6
105,cuckoo-w7-vmcloak,ffc10b707576f4226f49392ee245a514,virtool_msil_injector_ua_bit-72-win32_exe-jvkckqzn4ff9bfhl.arhv9puq.exe-ffc10b707576f4226f49392ee245a514.exe,injector_ua,16.8,137,19,6,8,5,10,13,1,2,1,14,1,85,14,165,1,12,3,432
259,cuckoo-w7-opened,ffc10b707576f4226f49392ee245a514,virtool_msil_injector_ua_bit-72-win32_exe-jvkckqzn4ff9bfhl.arhv9puq.exe-ffc10b707576f4226f49392ee245a514.exe,injector_ua,1.6,21,12,0,1,0,1,0,0,0,1,0,0,4,1,7,0,0,0,6
