anl_id,anl_machine,anl_file_md5,anl_file_name,name,anl_score,anl_duration,anl_network_udp,anl_network_tcp,anl_network_dns,anl_signatures_sv1,anl_signatures_sv2,anl_signatures_sv3,anl_signatures_sv4,anl_signatures_sv5,anl_signatures_sv6,anl_file_created,anl_regkey_written,anl_dll_loaded,anl_file_failed,anl_regkey_opened,anl_resolves_host,anl_file_written,anl_fetches_url,anl_regkey_read
299,cuckoo-w7-maldome-opened,a94bc822d78525322b8f2a1529417dc0,trojan_win32_tiggre_rfn-64-win32_exe-setntmpl.exe-a94bc822d78525322b8f2a1529417dc0.exe,zusy,7.2,134,13,1,2,3,9,3,0,0,1,74,2784,48,5,2622,0,71,4,1725
128,cuckoo-w7-vmcloak,a94bc822d78525322b8f2a1529417dc0,trojan_win32_tiggre_rfn-64-win32_exe-setntmpl.exe-a94bc822d78525322b8f2a1529417dc0.exe,zusy,7.6,142,17,5,7,4,11,2,0,0,1,74,2784,63,12,2489,0,71,4,1735
282,cuckoo-w7-opened,a94bc822d78525322b8f2a1529417dc0,trojan_win32_tiggre_rfn-64-win32_exe-setntmpl.exe-a94bc822d78525322b8f2a1529417dc0.exe,zusy,6.8,144,16,0,2,4,9,2,0,0,1,74,2784,49,6,2454,0,71,4,1665
131,cuckoo-w7-01,a9ff832d3edaaca8cbd57f5fa231933f,trojan_win32_cryptinject-70-win32_exe-undefined-a9ff832d3edaaca8cbd57f5fa231933f.exe,zusy,15,136,22,10,10,2,11,12,1,1,1,6,23,51,5,431,1,2,5,2417
285,cuckoo-w7-maldome-opened,a9ff832d3edaaca8cbd57f5fa231933f,trojan_win32_cryptinject-70-win32_exe-undefined-a9ff832d3edaaca8cbd57f5fa231933f.exe,zusy,6.2,20,16,1,3,1,2,5,0,1,1,0,0,8,0,0,0,0,0,1
19,cuckoo-w7-vmcloak,a9ff832d3edaaca8cbd57f5fa231933f,trojan_win32_cryptinject-70-win32_exe-undefined-a9ff832d3edaaca8cbd57f5fa231933f.exe,zusy,6.2,19,12,1,4,1,2,5,0,1,1,0,0,8,0,0,0,0,0,1
173,cuckoo-w7-opened,a9ff832d3edaaca8cbd57f5fa231933f,trojan_win32_cryptinject-70-win32_exe-undefined-a9ff832d3edaaca8cbd57f5fa231933f.exe,zusy,6.2,22,15,0,2,1,2,5,0,1,1,0,0,8,0,0,0,0,0,1
79,cuckoo-w7-01,acdd4c2a377933d89139b5ee6eefc464,worm_win32_cridex_b-85-win32_exe-swift.exe-acdd4c2a377933d89139b5ee6eefc464.exe,dapato,14.8,136,20,8,11,5,17,8,0,1,1,3,11,42,3,108,5,2,14,353
233,cuckoo-w7-maldome-opened,acdd4c2a377933d89139b5ee6eefc464,worm_win32_cridex_b-85-win32_exe-swift.exe-acdd4c2a377933d89139b5ee6eefc464.exe,dapato,12.2,130,20,1,6,3,13,7,0,1,1,2,18,39,4,121,6,1,13,109
61,cuckoo-w7-vmcloak,acdd4c2a377933d89139b5ee6eefc464,worm_win32_cridex_b-85-win32_exe-swift.exe-acdd4c2a377933d89139b5ee6eefc464.exe,dapato,12,149,20,5,11,4,12,7,0,1,1,3,139,48,5,138,5,3,22,681
215,cuckoo-w7-opened,acdd4c2a377933d89139b5ee6eefc464,worm_win32_cridex_b-85-win32_exe-swift.exe-acdd4c2a377933d89139b5ee6eefc464.exe,dapato,12.8,274,25,0,6,4,14,7,0,1,1,2,18,38,3,120,6,1,13,103
65,cuckoo-w7-01,b4ac32b0b2bda11a396d23dd7dcb37d6,zum_ransom_nsis_cerber_2-26-win32_exe-undefined-b4ac32b0b2bda11a396d23dd7dcb37d6.exe,nsis,13.2,299,31,16,17,2,7,11,1,1,0,6,2,18,3,283,3,4,1,2238
219,cuckoo-w7-maldome-opened,b4ac32b0b2bda11a396d23dd7dcb37d6,zum_ransom_nsis_cerber_2-26-win32_exe-undefined-b4ac32b0b2bda11a396d23dd7dcb37d6.exe,nsis,12,133,19,1,7,2,6,11,0,1,0,6,2,18,2,283,3,4,1,2225
23,cuckoo-w7-vmcloak,b4ac32b0b2bda11a396d23dd7dcb37d6,zum_ransom_nsis_cerber_2-26-win32_exe-undefined-b4ac32b0b2bda11a396d23dd7dcb37d6.exe,nsis,12.4,137,20,5,10,2,7,10,1,1,0,6,2,18,2,283,3,4,1,2237
177,cuckoo-w7-opened,b4ac32b0b2bda11a396d23dd7dcb37d6,zum_ransom_nsis_cerber_2-26-win32_exe-undefined-b4ac32b0b2bda11a396d23dd7dcb37d6.exe,nsis,9.8,135,77,0,5,2,6,10,0,1,0,6,2,17,3,281,3,4,1,2222
67,cuckoo-w7-01,bf13c5ff353b9c34353ab6aae53ed043,trojanspy_msil_keylog_b-66-win32_exe-opendoor.exe-bf13c5ff353b9c34353ab6aae53ed043.exe,razy,15.2,138,28,17,16,4,11,13,0,1,1,3,13,82,12,110,2,2,2,227
221,cuckoo-w7-maldome-opened,bf13c5ff353b9c34353ab6aae53ed043,trojanspy_msil_keylog_b-66-win32_exe-opendoor.exe-bf13c5ff353b9c34353ab6aae53ed043.exe,razy,1.8,13,11,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
125,cuckoo-w7-vmcloak,bf13c5ff353b9c34353ab6aae53ed043,trojanspy_msil_keylog_b-66-win32_exe-opendoor.exe-bf13c5ff353b9c34353ab6aae53ed043.exe,razy,10.4,138,17,5,7,4,8,7,0,1,1,2,13,77,9,118,0,2,2,353
279,cuckoo-w7-opened,bf13c5ff353b9c34353ab6aae53ed043,trojanspy_msil_keylog_b-66-win32_exe-opendoor.exe-bf13c5ff353b9c34353ab6aae53ed043.exe,razy,2.4,20,12,0,1,1,1,1,0,0,1,0,0,4,1,7,0,0,0,6
32,cuckoo-w7-01,c09e2f07760ddf320f30f2c013101f31,trojan_win32_occamy_c-68-win32_exe-undefined-c09e2f07760ddf320f30f2c013101f31.exe,linkury,11.2,137,28,19,14,8,15,4,0,0,1,11,19,105,7,182,2,10,4,995
186,cuckoo-w7-maldome-opened,c09e2f07760ddf320f30f2c013101f31,trojan_win32_occamy_c-68-win32_exe-undefined-c09e2f07760ddf320f30f2c013101f31.exe,linkury,9.8,132,21,10,7,7,15,2,0,0,1,11,15,100,8,185,3,10,5,1113
91,cuckoo-w7-vmcloak,c09e2f07760ddf320f30f2c013101f31,trojan_win32_occamy_c-68-win32_exe-undefined-c09e2f07760ddf320f30f2c013101f31.exe,linkury,10.6,145,25,16,13,8,15,3,0,0,1,11,114,106,7,161,2,10,4,1505
245,cuckoo-w7-opened,c09e2f07760ddf320f30f2c013101f31,trojan_win32_occamy_c-68-win32_exe-undefined-c09e2f07760ddf320f30f2c013101f31.exe,linkury,8.8,148,24,1,5,7,11,3,0,0,1,11,15,103,8,186,2,10,5,1108
116,cuckoo-w7-01,c2a459c1877712ed0d628cd5ffc96bca,virus_win32_ursnif_f-79-win32_exe-undefined-c2a459c1877712ed0d628cd5ffc96bca.exe,doboc,11.8,135,22,11,9,2,11,7,0,0,1,3,3,8,1,4,0,3,0,16
270,cuckoo-w7-maldome-opened,c2a459c1877712ed0d628cd5ffc96bca,virus_win32_ursnif_f-79-win32_exe-undefined-c2a459c1877712ed0d628cd5ffc96bca.exe,doboc,8.8,132,17,1,3,3,10,5,0,0,1,3,1,9,1,3,0,3,0,15
143,cuckoo-w7-vmcloak,c2a459c1877712ed0d628cd5ffc96bca,virus_win32_ursnif_f-79-win32_exe-undefined-c2a459c1877712ed0d628cd5ffc96bca.exe,doboc,9.4,138,17,5,7,3,10,6,0,0,1,3,100,15,1,9,0,3,0,533
297,cuckoo-w7-opened,c2a459c1877712ed0d628cd5ffc96bca,virus_win32_ursnif_f-79-win32_exe-undefined-c2a459c1877712ed0d628cd5ffc96bca.exe,doboc,9,135,17,0,2,3,9,6,0,0,1,3,1,11,0,3,0,3,0,9
33,cuckoo-w7-01,c3055ac962dde6cda737c8e5e4423428,win32_sality_3-79-win32_exe-vblisteneps.exe-c3055ac962dde6cda737c8e5e4423428.exe,sality,9.6,196,25,10,7,2,4,9,0,1,1,1,29,18,1,206,0,1,5,79
187,cuckoo-w7-maldome-opened,c3055ac962dde6cda737c8e5e4423428,win32_sality_3-79-win32_exe-vblisteneps.exe-c3055ac962dde6cda737c8e5e4423428.exe,sality,9,193,22,2,2,2,4,8,0,1,1,1,29,18,1,206,0,1,6,80
89,cuckoo-w7-vmcloak,c3055ac962dde6cda737c8e5e4423428,win32_sality_3-79-win32_exe-vblisteneps.exe-c3055ac962dde6cda737c8e5e4423428.exe,sality,10,195,15,1,5,2,5,9,0,1,1,1,29,17,1,34,0,1,5,22
243,cuckoo-w7-opened,c3055ac962dde6cda737c8e5e4423428,win32_sality_3-79-win32_exe-vblisteneps.exe-c3055ac962dde6cda737c8e5e4423428.exe,sality,9.4,198,17,0,2,2,5,8,0,1,1,1,29,18,0,38,0,1,6,19
50,cuckoo-w7-01,c6eadbeef2558b9cc3620bedd9a44c26,backdoor_msil_noancooe_c-63-win32_exe-windowsformsapplication1.exe-c6eadbeef2558b9cc3620bedd9a44c26.exe,msil,13,145,22,11,10,4,7,12,0,1,1,4,1,55,16,105,1,4,2,241
204,cuckoo-w7-maldome-opened,c6eadbeef2558b9cc3620bedd9a44c26,backdoor_msil_noancooe_c-63-win32_exe-windowsformsapplication1.exe-c6eadbeef2558b9cc3620bedd9a44c26.exe,msil,12,132,15,2,3,4,6,11,0,1,1,4,1,57,11,93,1,4,2,239
90,cuckoo-w7-vmcloak,c6eadbeef2558b9cc3620bedd9a44c26,backdoor_msil_noancooe_c-63-win32_exe-windowsformsapplication1.exe-c6eadbeef2558b9cc3620bedd9a44c26.exe,msil,13.8,136,20,8,9,4,7,11,0,1,1,4,1,60,16,103,1,4,2,245
244,cuckoo-w7-opened,c6eadbeef2558b9cc3620bedd9a44c26,backdoor_msil_noancooe_c-63-win32_exe-windowsformsapplication1.exe-c6eadbeef2558b9cc3620bedd9a44c26.exe,msil,12,138,18,1,3,4,6,11,0,1,1,4,2,65,11,106,1,4,3,258
124,cuckoo-w7-01,c7e7c57d0c83c1aad54337f2fdc7ca92,pua_win32_keywordfind-43-win32_exe-undefined-c7e7c57d0c83c1aad54337f2fdc7ca92.exe,snojan,8.6,142,23,37,12,5,12,3,0,1,0,25,44,48,13,870,4,20,11,3243
278,cuckoo-w7-maldome-opened,c7e7c57d0c83c1aad54337f2fdc7ca92,pua_win32_keywordfind-43-win32_exe-undefined-c7e7c57d0c83c1aad54337f2fdc7ca92.exe,snojan,9,137,20,28,6,5,13,3,0,1,0,25,51,49,13,715,5,20,11,3012
147,cuckoo-w7-vmcloak,c7e7c57d0c83c1aad54337f2fdc7ca92,pua_win32_keywordfind-43-win32_exe-undefined-c7e7c57d0c83c1aad54337f2fdc7ca92.exe,snojan,8.2,145,19,32,10,5,11,3,0,1,0,25,141,48,13,672,4,20,11,3373
301,cuckoo-w7-opened,c7e7c57d0c83c1aad54337f2fdc7ca92,pua_win32_keywordfind-43-win32_exe-undefined-c7e7c57d0c83c1aad54337f2fdc7ca92.exe,snojan,2.4,27,14,0,3,3,2,0,0,1,0,4,0,16,2,278,1,1,0,2217
53,cuckoo-w7-01,cf61c691c53b9f650cc719900b86b81e,virus_win32_sality_at-82-win32_exe-scgt2002-cf61c691c53b9f650cc719900b86b81e.exe, ,10.6,296,23,10,7,2,5,10,0,1,1,2,29,22,0,59,0,3,5,90
207,cuckoo-w7-maldome-opened,cf61c691c53b9f650cc719900b86b81e,virus_win32_sality_at-82-win32_exe-scgt2002-cf61c691c53b9f650cc719900b86b81e.exe,sality,10.6,191,23,2,2,2,5,10,0,1,1,1,29,23,0,223,0,2,6,137
38,cuckoo-w7-vmcloak,cf61c691c53b9f650cc719900b86b81e,virus_win32_sality_at-82-win32_exe-scgt2002-cf61c691c53b9f650cc719900b86b81e.exe,sality,10.6,195,15,1,5,2,5,10,0,1,1,2,29,17,0,208,0,3,6,75
192,cuckoo-w7-opened,cf61c691c53b9f650cc719900b86b81e,virus_win32_sality_at-82-win32_exe-scgt2002-cf61c691c53b9f650cc719900b86b81e.exe,sality,10,195,18,0,2,2,5,9,0,1,1,1,29,17,0,206,0,2,6,74
110,cuckoo-w7-01,d1c01da893f26064abc0586a3097abe5,virus_win32_sality_at-79-win32_exe-undefined-d1c01da893f26064abc0586a3097abe5.exe,sality,10.8,196,21,9,7,2,7,9,0,1,1,3,2987,40,6,350,0,3,7,1824
264,cuckoo-w7-maldome-opened,d1c01da893f26064abc0586a3097abe5,virus_win32_sality_at-79-win32_exe-undefined-d1c01da893f26064abc0586a3097abe5.exe,sality,10.4,191,22,2,2,2,6,9,0,1,1,2,2988,39,5,342,0,2,7,1794
126,cuckoo-w7-vmcloak,d1c01da893f26064abc0586a3097abe5,virus_win32_sality_at-79-win32_exe-undefined-d1c01da893f26064abc0586a3097abe5.exe,sality,10.4,194,14,1,5,2,6,9,0,1,1,2,2989,40,5,350,0,2,7,1809
280,cuckoo-w7-opened,d1c01da893f26064abc0586a3097abe5,virus_win32_sality_at-79-win32_exe-undefined-d1c01da893f26064abc0586a3097abe5.exe,sality,9.8,197,17,0,2,2,6,8,0,1,1,3,2988,40,6,346,0,3,7,1793
75,cuckoo-w7-01,d2b0023e186234dc29a42b066c44d238,pua_win32_4shared-62-win32_exe-undefined-d2b0023e186234dc29a42b066c44d238.exe,shared,9.4,138,31,19,14,3,13,4,0,0,1,12,27,67,13,681,4,14,6,2369
229,cuckoo-w7-maldome-opened,d2b0023e186234dc29a42b066c44d238,pua_win32_4shared-62-win32_exe-undefined-d2b0023e186234dc29a42b066c44d238.exe,shared,9,131,28,7,6,3,12,4,0,0,1,12,35,71,13,694,6,14,7,2356
71,cuckoo-w7-vmcloak,d2b0023e186234dc29a42b066c44d238,pua_win32_4shared-62-win32_exe-undefined-d2b0023e186234dc29a42b066c44d238.exe,shared,8.4,137,30,11,11,3,12,3,0,0,1,12,122,68,13,673,5,14,7,2813
225,cuckoo-w7-opened,d2b0023e186234dc29a42b066c44d238,pua_win32_4shared-62-win32_exe-undefined-d2b0023e186234dc29a42b066c44d238.exe,shared,7.6,136,19,0,3,3,10,3,0,0,1,2,31,46,4,600,3,2,6,2281
51,cuckoo-w7-01,d38750415a8ce837c7dbad3039b8e9af,virus_win32_neshta_a-88-win32_exe-undefined-d38750415a8ce837c7dbad3039b8e9af.exe,neshta,8.2,244,53,24,35,4,7,3,0,0,1,3,1,36,25,82,0,104,2,157
205,cuckoo-w7-maldome-opened,d38750415a8ce837c7dbad3039b8e9af,virus_win32_neshta_a-88-win32_exe-undefined-d38750415a8ce837c7dbad3039b8e9af.exe,neshta,7.2,133,17,5,4,3,9,3,0,0,1,23,62,92,30,941,4,79,17,1457
108,cuckoo-w7-vmcloak,d38750415a8ce837c7dbad3039b8e9af,virus_win32_neshta_a-88-win32_exe-undefined-d38750415a8ce837c7dbad3039b8e9af.exe,neshta,7,140,17,5,7,3,7,4,0,0,1,23,159,84,31,966,3,53,17,1955
262,cuckoo-w7-opened,d38750415a8ce837c7dbad3039b8e9af,virus_win32_neshta_a-88-win32_exe-undefined-d38750415a8ce837c7dbad3039b8e9af.exe,neshta,7,140,18,0,3,3,7,4,0,0,1,23,63,81,30,762,3,53,17,1377
57,cuckoo-w7-01,d3b7764d8152fb394fe8a45f7c55cc41,virtool_msil_injector_uh_bit-78-win32_exe-undefined-d3b7764d8152fb394fe8a45f7c55cc41.exe,msil,15.4,143,27,12,11,5,14,11,0,1,1,0,12,85,22,167,3,0,3,488
211,cuckoo-w7-maldome-opened,d3b7764d8152fb394fe8a45f7c55cc41,virtool_msil_injector_uh_bit-78-win32_exe-undefined-d3b7764d8152fb394fe8a45f7c55cc41.exe,msil,13,133,19,2,4,4,10,10,0,1,1,0,13,75,15,134,2,0,2,442
134,cuckoo-w7-vmcloak,d3b7764d8152fb394fe8a45f7c55cc41,virtool_msil_injector_uh_bit-78-win32_exe-undefined-d3b7764d8152fb394fe8a45f7c55cc41.exe,msil,6.8,25,15,2,5,1,2,6,0,1,1,0,0,25,12,61,0,0,0,131
288,cuckoo-w7-opened,d3b7764d8152fb394fe8a45f7c55cc41,virtool_msil_injector_uh_bit-78-win32_exe-undefined-d3b7764d8152fb394fe8a45f7c55cc41.exe,msil,12.6,136,18,0,3,4,9,10,0,1,1,0,13,77,15,153,2,0,2,442
136,cuckoo-w7-01,d42f982e7b1d95b2c0b74b10009b36e7,trojan_win32_bitrep_a-32-win32_exe-ieinstal.exe-d42f982e7b1d95b2c0b74b10009b36e7.exe,pterodo,10,135,23,11,10,4,15,4,1,0,0,10,6,40,12,634,1,8,1,2426
290,cuckoo-w7-maldome-opened,d42f982e7b1d95b2c0b74b10009b36e7,trojan_win32_bitrep_a-32-win32_exe-ieinstal.exe-d42f982e7b1d95b2c0b74b10009b36e7.exe,pterodo,8.2,133,15,2,3,4,15,1,1,0,0,10,3,43,8,479,1,8,1,2229
57,cuckoo-w7-vmcloak,d42f982e7b1d95b2c0b74b10009b36e7,trojan_win32_bitrep_a-32-win32_exe-ieinstal.exe-d42f982e7b1d95b2c0b74b10009b36e7.exe,pterodo,7.2,137,18,5,7,5,12,1,1,0,0,8,101,40,8,464,0,8,1,2633
211,cuckoo-w7-opened,d42f982e7b1d95b2c0b74b10009b36e7,trojan_win32_bitrep_a-32-win32_exe-ieinstal.exe-d42f982e7b1d95b2c0b74b10009b36e7.exe,pterodo,7.4,137,16,0,2,5,11,2,1,0,0,9,3,47,7,482,0,8,1,2286
137,cuckoo-w7-01,d508e289a4a16315088de4dc62e09fae,misleading_win32_specaecupa-65-win32_exe-driver_pro-d508e289a4a16315088de4dc62e09fae.exe,speedingupmypc,12.8,141,25,14,13,10,15,6,0,0,1,33,101,74,28,1030,4,34,16,3761
291,cuckoo-w7-maldome-opened,d508e289a4a16315088de4dc62e09fae,misleading_win32_specaecupa-65-win32_exe-driver_pro-d508e289a4a16315088de4dc62e09fae.exe,speedingupmypc,11.4,136,18,5,6,9,15,4,0,0,1,33,98,75,18,957,4,34,9,3460
50,cuckoo-w7-vmcloak,d508e289a4a16315088de4dc62e09fae,misleading_win32_specaecupa-65-win32_exe-driver_pro-d508e289a4a16315088de4dc62e09fae.exe,speedingupmypc,5.4,139,20,6,10,6,6,1,0,0,1,6,109,34,1,95,3,6,2,655
204,cuckoo-w7-opened,d508e289a4a16315088de4dc62e09fae,misleading_win32_specaecupa-65-win32_exe-driver_pro-d508e289a4a16315088de4dc62e09fae.exe,speedingupmypc,5.6,140,20,0,5,6,5,2,0,0,1,6,9,35,0,95,3,6,2,191
78,cuckoo-w7-01,d614a3d0af87ce7406abd323227c7578,backdoor_win32_ircbot-69-win32_exe-putty-d614a3d0af87ce7406abd323227c7578.exe,zusy,12.8,196,26,18,11,3,7,12,0,1,1,0,11,33,0,52,2,0,2,87
232,cuckoo-w7-maldome-opened,d614a3d0af87ce7406abd323227c7578,backdoor_win32_ircbot-69-win32_exe-putty-d614a3d0af87ce7406abd323227c7578.exe,zusy,12.6,192,24,10,4,2,7,12,0,1,1,0,19,33,1,55,3,0,2,233
33,cuckoo-w7-vmcloak,d614a3d0af87ce7406abd323227c7578,backdoor_win32_ircbot-69-win32_exe-putty-d614a3d0af87ce7406abd323227c7578.exe,zusy,19.4,181,19,15,9,8,14,15,0,2,1,9,69,127,19,277,2,7,19,4654
187,cuckoo-w7-opened,d614a3d0af87ce7406abd323227c7578,backdoor_win32_ircbot-69-win32_exe-putty-d614a3d0af87ce7406abd323227c7578.exe,zusy,11,137,21,0,3,2,6,10,0,1,1,0,2,17,0,10,1,0,1,7
92,cuckoo-w7-01,d6b09eded337088345ff97bd98eee088,virus_win32_nabucur_a-77-win32_exe-undefined-d6b09eded337088345ff97bd98eee088.exe,virlock,11.4,137,22,14,10,1,11,4,2,0,1,7,5,13,3,36,1,5,2,55
246,cuckoo-w7-maldome-opened,d6b09eded337088345ff97bd98eee088,virus_win32_nabucur_a-77-win32_exe-undefined-d6b09eded337088345ff97bd98eee088.exe,virlock,13.4,135,25,6,4,2,14,5,2,0,1,229,5,36,84,42,1,228,2,259
58,cuckoo-w7-vmcloak,d6b09eded337088345ff97bd98eee088,virus_win32_nabucur_a-77-win32_exe-undefined-d6b09eded337088345ff97bd98eee088.exe,virlock,13,142,19,10,8,3,14,4,2,0,1,94,5,39,28,44,1,93,2,280
212,cuckoo-w7-opened,d6b09eded337088345ff97bd98eee088,virus_win32_nabucur_a-77-win32_exe-undefined-d6b09eded337088345ff97bd98eee088.exe,virlock,10.8,147,22,0,3,2,9,4,2,0,1,7,5,14,3,36,1,5,2,38
84,cuckoo-w7-01,d95fe99a2a9736a8cb83a02372f7988c,win32_worm_vb_nzq-82-win32_exe-incubus.exe-d95fe99a2a9736a8cb83a02372f7988c.exe,cosmu,11.6,138,24,12,8,4,8,8,0,0,1,23,31,21,4,32,0,22,0,63
238,cuckoo-w7-maldome-opened,d95fe99a2a9736a8cb83a02372f7988c,win32_worm_vb_nzq-82-win32_exe-incubus.exe-d95fe99a2a9736a8cb83a02372f7988c.exe,cosmu,9.2,148,14,1,2,4,6,8,0,0,1,24,31,20,2,31,0,23,0,62
118,cuckoo-w7-vmcloak,d95fe99a2a9736a8cb83a02372f7988c,win32_worm_vb_nzq-82-win32_exe-incubus.exe-d95fe99a2a9736a8cb83a02372f7988c.exe,cosmu,8.4,141,17,5,7,4,7,6,0,0,1,17,31,20,3,31,0,16,0,62
272,cuckoo-w7-opened,d95fe99a2a9736a8cb83a02372f7988c,win32_worm_vb_nzq-82-win32_exe-incubus.exe-d95fe99a2a9736a8cb83a02372f7988c.exe,cosmu,8.6,148,16,0,2,4,6,7,0,0,1,30,31,22,2,32,0,29,0,62
81,cuckoo-w7-01,d9f1373d25ee019d40384e2d9bc5c12a,virus_win32_ursnif_f-72-win32_exe-undefined-d9f1373d25ee019d40384e2d9bc5c12a.exe,doboc,12.6,142,29,17,14,2,13,7,0,0,1,5,18,57,2,357,0,4,2,2403
235,cuckoo-w7-maldome-opened,d9f1373d25ee019d40384e2d9bc5c12a,virus_win32_ursnif_f-72-win32_exe-undefined-d9f1373d25ee019d40384e2d9bc5c12a.exe,doboc,10.2,132,17,1,3,2,11,7,0,0,1,5,16,55,1,356,0,4,3,2382
92,cuckoo-w7-vmcloak,d9f1373d25ee019d40384e2d9bc5c12a,virus_win32_ursnif_f-72-win32_exe-undefined-d9f1373d25ee019d40384e2d9bc5c12a.exe,doboc,10.4,137,18,6,8,2,11,5,0,0,1,5,114,52,1,356,0,4,3,2845
246,cuckoo-w7-opened,d9f1373d25ee019d40384e2d9bc5c12a,virus_win32_ursnif_f-72-win32_exe-undefined-d9f1373d25ee019d40384e2d9bc5c12a.exe,doboc,10.2,283,16,0,2,2,11,7,0,0,1,5,16,52,1,355,0,4,3,2377
98,cuckoo-w7-01,db158a450dfce4205588e0b1a68597f2,virus_win32_xorer_a-80-win32_exe-undefined-db158a450dfce4205588e0b1a68597f2.exe,xorer,11.4,137,28,19,13,4,11,7,1,0,1,17,52,72,11,397,5,14,6,561
252,cuckoo-w7-maldome-opened,db158a450dfce4205588e0b1a68597f2,virus_win32_xorer_a-80-win32_exe-undefined-db158a450dfce4205588e0b1a68597f2.exe,xorer,11.6,132,24,12,11,4,13,6,1,0,1,25,64,65,7,421,11,21,10,542
55,cuckoo-w7-vmcloak,db158a450dfce4205588e0b1a68597f2,virus_win32_xorer_a-80-win32_exe-undefined-db158a450dfce4205588e0b1a68597f2.exe,xorer,10.8,138,26,17,17,5,12,5,1,0,1,23,54,66,7,401,11,19,10,546
209,cuckoo-w7-opened,db158a450dfce4205588e0b1a68597f2,virus_win32_xorer_a-80-win32_exe-undefined-db158a450dfce4205588e0b1a68597f2.exe,xorer,8.8,137,19,0,3,6,10,4,0,0,1,6,37,25,9,107,1,6,2,83
66,cuckoo-w7-01,e3270bcb2e7b4429b0ba8d3af8529f6b,trojan_win32_malagent_gmb-77-win32_exe-undefined-e3270bcb2e7b4429b0ba8d3af8529f6b.exe,simdvwk,3,138,28,10,9,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0
220,cuckoo-w7-maldome-opened,e3270bcb2e7b4429b0ba8d3af8529f6b,trojan_win32_malagent_gmb-77-win32_exe-undefined-e3270bcb2e7b4429b0ba8d3af8529f6b.exe,simdvwk,2,191,19,1,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0
30,cuckoo-w7-vmcloak,e3270bcb2e7b4429b0ba8d3af8529f6b,trojan_win32_malagent_gmb-77-win32_exe-undefined-e3270bcb2e7b4429b0ba8d3af8529f6b.exe,simdvwk,9.8,324,21,5,7,3,7,7,0,1,1,14,106,11,43,0,0,15,0,77
184,cuckoo-w7-opened,e3270bcb2e7b4429b0ba8d3af8529f6b,trojan_win32_malagent_gmb-77-win32_exe-undefined-e3270bcb2e7b4429b0ba8d3af8529f6b.exe,simdvwk,8.8,147,16,0,2,3,6,6,0,1,1,14,106,12,43,0,0,15,0,79
105,cuckoo-w7-01,e64fc22bb045abb32c8a69bde7c9dbce,win32_worm_vb_nzq-87-win32_exe-incubus.exe-e64fc22bb045abb32c8a69bde7c9dbce.exe,cosmu,12.2,145,22,11,8,4,8,9,0,0,1,23,31,21,4,32,0,22,0,63
259,cuckoo-w7-maldome-opened,e64fc22bb045abb32c8a69bde7c9dbce,win32_worm_vb_nzq-87-win32_exe-incubus.exe-e64fc22bb045abb32c8a69bde7c9dbce.exe,cosmu,8.6,147,16,1,3,4,6,7,0,0,1,24,31,20,2,31,0,23,0,62
154,cuckoo-w7-vmcloak,e64fc22bb045abb32c8a69bde7c9dbce,win32_worm_vb_nzq-87-win32_exe-incubus.exe-e64fc22bb045abb32c8a69bde7c9dbce.exe,cosmu,9.8,280,16,5,7,4,7,6,0,0,1,17,31,20,3,31,0,16,0,62
308,cuckoo-w7-opened,e64fc22bb045abb32c8a69bde7c9dbce,win32_worm_vb_nzq-87-win32_exe-incubus.exe-e64fc22bb045abb32c8a69bde7c9dbce.exe,cosmu,9.2,148,17,0,2,4,6,8,0,0,1,29,31,22,2,32,0,28,0,62
118,cuckoo-w7-01,e6d2860ab33aa253b4395fc707d44f8a,trojan_win32_xiaoho_corrupt-85-win32_exe-xiaohao.exe-e6d2860ab33aa253b4395fc707d44f8a.exe,rootkit,9.2,137,37,14,17,5,9,3,0,0,1,2,13,48,473,37,0,126,3,224
272,cuckoo-w7-maldome-opened,e6d2860ab33aa253b4395fc707d44f8a,trojan_win32_xiaoho_corrupt-85-win32_exe-xiaohao.exe-e6d2860ab33aa253b4395fc707d44f8a.exe,rootkit,9.8,134,16,2,3,4,12,5,0,0,1,15,78,96,393,911,3,32,18,1496
22,cuckoo-w7-vmcloak,e6d2860ab33aa253b4395fc707d44f8a,trojan_win32_xiaoho_corrupt-85-win32_exe-xiaohao.exe-e6d2860ab33aa253b4395fc707d44f8a.exe,rootkit,10.4,144,17,3,6,4,12,6,0,0,1,14,169,87,317,776,2,82,18,1906
176,cuckoo-w7-opened,e6d2860ab33aa253b4395fc707d44f8a,trojan_win32_xiaoho_corrupt-85-win32_exe-xiaohao.exe-e6d2860ab33aa253b4395fc707d44f8a.exe,rootkit,10,138,18,0,3,4,11,6,0,0,1,22,75,89,367,758,3,42,18,1436
38,cuckoo-w7-01,e6d2b846bf0ba3cf7c5c4c9aba4495a8,virus_win32_sality_at-83-win32_exe-dropboxupdatesetup.exe-e6d2b846bf0ba3cf7c5c4c9aba4495a8.exe,sality,8.2,22,13,8,5,4,4,6,0,1,1,4,97,12,2,17,0,2,2,9
